"MOD_CAP","TRAIN","FULL_CAP"
"swipe end peep function killed drop jammer window style perc total 12 holes shreds water days splash fumed marble back swirling local homie absolutely slaying game lately check available work calltextfacetimedm us 6146008680 questions photos",0,"👉Swipe To The End To Peep The Function 👉 @fumegator killed it with this drop at #TeamHeadies 😎 This Jammer has a window style perc with a total of 12 holes which shreds water 💦 for days with out any splash! This fumed marble on the back is swirling 🌀 This Local homie has been absolutely slaying the game lately ❤️ To check out our available work from @fumegator -Call/Text/FaceTime/DM us at 614-600-8680 with any questions📱
@boro_bulb with the photos 📸 
#TeamHeadies
#dabbersdaily
#710society 
#710
#420 
#Blessed 
#customerservicematters
#professionalpluckers
#topshelflife
#headies 
#highendglass 
#glassporn 
#glassforsale 
#thousanddollarsmoke 
#bestofglass 
#glassofig 
#highsociety 
#dabs 
#glassart 
#rigs 
#headyglass 
#headyart
#glassart 
#functionalglassart 
#dabbers
#highlife
#hightimes
#glass
#art"
"availablelarge puzzle bubble capper made uv reactive colors piece function must line marbles correctly first thanks looking listen al jarreau",0,"Available...Large Puzzle Bubble Capper made out of UV reactive colors from @northstarglass. For this piece to function you must line up the marbles correctly first. Thanks for looking!!! LISTEN to Al Jarreau!!! #glasspav #uvreactive #bubblecap #bestofglass #rosin #dab #dabs #weed #weedstagram420 #weedstagram #auction #glassauction #headyglass #heady #glassblower #glasssculptor #uv #northstarglass #aljarreau #legend #glassofig"
"real happy fumes gonna make lil dry colors fill nicely big shout coming mastering technique 95 thanks looking everyone",0,"Real happy with these fumes. Gonna make a lil dry so the colors can fill in nicely. Big shout out to @bpglass94 for coming up with and mastering this technique in 95! Thanks for looking everyone!

#420 #710 #fume #fumetech #glassofig #glassachusetts #terps #eastcoastdabbers #fumecrew #eastcoastglass #glassblowing #headyglass #Headyart #pendant #pendants #pendantsofig #sauce #dabachusetts #dankachusetts #dabbers_unite #oprahsbookclub #kbergtech #glassforsale #diamonds #978 #thermalbanger #oprahsfavoritethings"
"auction today auction gorgeous dual kingstem one crossbone pirate skull steal face talented piece sit 15 inches tall 75mm bore tubing18m made huge puff cravei18mm joint date favorite function love tube color secret white rules auction finished thanks support",1,"💥🍹💥AUCTION💥🍹💥 Today auction is a gorgeous dual kingstem with one of my crossbone pirate skull and a steal your face from the talented @jkellyglass. The piece sit 15 inches tall in a 75mm bore tubing,18m those are made for the huge puff cravei18mm joint you. It is up to date my favorite function i do . i love these tube ! Color is secret white from @trautmanartglass 📣📣RULES📣📣
👉this auction is finished 
Thanks for the support ! 
#yougoglass #yougoauction #glassauction #auction #availableglass #available #glassforsale #madeinquebec #canadianglass #cloudsovertheworld #cloudsovercanada #yougoboro #dual #kingstem #flowerpower #flower #tube #420 #glassofig"
"felt like repost drop tests concrete floor caps 3 drops cap swipe last one unreal lol",0,"Felt like I should repost the DROP TESTS on concrete floor of my caps here 🤓📝 3 drops with the same cap 👉swipe 👉 the last one is unreal lol #droptest #undestructible #undestructiblecaps #qualityfirst #reliable #bubblecap #bubblecapsofig #borosilicate #pyrex"
"donut scooz",0,"Donut scooz by @ajmglassworks #headyglass #glassofig #glassforsale #heady #bestofglass #glassart #thousanddollarsmoke #cannabiscommunity #society #glass #oprahsbookclub #glassporn #headyglassforsale #dabbersdaily #dabs #boro #highlife #highsociety #cannabis #headyart #smokeshop #functionalglassart #weshouldsmoke #terps #weed #wedontsmokethesame #headshop #headyforsale #bong #bhfyp"
"nice make twice got second bubble today seriously makes best bubble misplaced one scoop second thanks steal",0,"So nice, make it twice! Got my second @gasp.one bubble today. @gasp.one Seriously makes the best bubble. Misplaced my other one ☹️ so I had to scoop a second. Thanks @cosmiccowboysmokeshop for the steal! 🙏🙏🙏 #gaspone #gaspglass #bubble #cap #bubblecap #glass #glassofig #heady #headyglass #art #glassart #fumedglass #dank #cannabiscommunity #potheadsociety #420 #710"
"sold auction live previous post ends 6pm pst tomorrow 72 bid",0,"(SOLD) AUCTION IS LIVE ON MY PREVIOUS POST! ENDS AT 6PM PST TOMORROW 7/2! BID UP🤙🏼"
"24 hour auction watermelon slice pendant leave bids comments artist 25 x 175 inches l x w auction rules starting bid 40 bid increments 5 minimum tag person outbid highest bidder wins free international shipping credit debit card ends saturday 1230 pm et shipping week optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Watermelon slice pendant. Leave your bids in the comments below!
Artist: @misslochnessa
(2.5 x 1.75 inches) (L x W)
👇👇AUCTION RULES👇👇
👉Starting Bid: $40
👉Bid Increments: $5 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Saturday 12:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
"arctic blitz bubble cap terps tip",0,"Arctic Blitz bubble cap with Terps tip . #arcticblitz #terps #glass #glassofig #sand #bubblecap #solventless"
"prices start 200 470",0,"@slugworthglass420 #slugworthglass #puffcopeak
.
.
Prices start at $200 to $470 #DontSleep .
.
#puffcopeakattachment #klein #bongbeauties #TopHat #BubbleCap #BubbleCaps"
"squeezed little bit time day blow pieces backorder way long made lil slug bubble cap cool lil water pipe",0,"Squeezed in a little bit of time on my “day off” to blow some pieces that had been on backorder for way too long. Made a lil slug bubble cap and a cool lil water pipe #drizzyglass #bubblecap #slugglecap #headyglass #handblown #reddingartists #reddingart #norcalglassblowers #selfemployed #glassblowing #bubbler #heady"
"huge price rip rig",0,"Huge price rip on this @therambler42 rig! #functionalglassart #headyglassforsale #headyart #borosilicate #artglass #bestofglass #smokeshop  #glasswork #lampworking #headshop #glass4sale #oprahsbookclub #glasslife #boroforsale
#glass4sale #glasscollector #glassblowing #lampwork #glass_of_ig #glasscollector"
"onthego bubbles hmu",0,"for the on-the-go bubbles 
hmu for it
#bubblemaker #bubbler #borosilicate #glass #art #coe33 #boro #glassofig #dabbersdaily #lampworking #glassblowing #headyart #headyglass #oprahsbookclub #nofilter #glass_of_ig #glassart"
"sherlock available",0,"It’s a Sherlock 🕵🏻‍♂️ 🕵🏻‍♂️ Available at @theglassstache 
#fume #glassart #massglass #fumed #honeycomb #massachusetts #420 #710 #bestofglass  #headyart #boobs #dotstack #matt2000glass #m2k #m2kglass #glassofig #massachusetts #rigsofig #glass #art #tryitout #justglassin #ssdgm #megustalations #hailsatan #hailyourself"
"custom engineer survivor cap",0,"Custom Engineer Survivor Cap 🚀#mangoglass #glass #glassart #glassofig #rig #bubblecap #carbcap #engineersurvivor #gasmask #gas #mask #ether #respirator #primitive #raw #nofilter #dank #boro #travel #handmade #rockon"
"elementary dear watson",0,"Its elementary my dear Watson 
#ozoneglassart  #dryheaterz #sherlock #14mm #bangerhanger #rig #minitube #spoon #bubbler #sidecar #bubblecap #quartzbanger #lowtemp #headyglass #cbd #high_larry_us  #headyglassforsale #glassofig #glassforsale #glassart #fume #gold #silver #boro #420 #710"
"full haterade cap opal encased haterade cap custom made dm interested custom thabk support",0,"Full Haterade cap with opal encased in Haterade too. This cap is custom made 🙏 DM if interested in a custom for yourself. Thabk you for the support 🙏 #BarryGlass#coilpot#carbcap#thermalcap#opal#vitaminO#heady#headyglass#bubblecap#headyglassart#glass#glassart#glasslife#glasslove#glassofig#glassblowing#flameworking#gttmirage#glassforsale#glass4sale#progress"
"hiding glass along beach",0,"Hiding some glass along the beach. #terpsauce #thousanddollarsmoke #dabsociety #bubblecap #teamsmallnips"
"fab egg favorite nonrecycling rig",0,"My fab egg by @rainglasswrx. My favorite non-recycling rig I own."
"auction heart pendant starts 5 made colors butterscotch red ruby silver creek call going twice style tonight starting 7pm eastern min bid 1 please 5 us shipping 15 international payment ready immediately thnk u",1,"💚🌈AUCTION 🌈💚 This heart pendant starts at 5$ and is made with the colors butterscotch red ruby and silver creek. I will call going once twice style 💥tonight💥starting  7pm eastern. 💚 min bid 1$ please 5$ us shipping and 15$ international. Be payment ready immediately. Thnk u🙏🏻
.
.
.
.
.
.
.
.
.
.
.
#precious_outs #glass #ctglass #glassofct #pendantsofig #glassofinstagram #glasspendant #pendy #pendant #heart #heartpendant #glassart #auctions #glassauction #glass4sale #glassforsale #auctions"
"sold juxtaposed colors representing duality gemini",0,"[[SOLD]] Juxtaposed colors representing the duality of Gemini.
#glassblowing #glassart #glass #glassofig #headyglass #glassforsale #boro #art #bestofglass #handmade #heady #glasslife #glassporn #neon #neonart #cannabiscommunity #plasmalight #glowbabyglow #neonlight #dabbersdaily #glasscollector #glasspendant #creationstation #shittyclosetartists #GoldenRatio #gemini #LeadingLines #psychedelicart #pendant #RuleOfThirds"
"time officially running raffle going july 10th buy 1 ticket 1 6 tickets 5 entered win rig bubble cap torch",0,"Time is officially running out!! This raffle is only going through July 10th! Buy 1 ticket for $1 or 6 tickets for $5! And be entered to win this rig, bubble cap, torch, and more!! #UnklRuckus #KeoWay #raffle #710life #smokeandskate #smokingglass #rig #bubblecap #torch #710 #waterpipe #pipesofig #buylocal"
"recycler sale 400 shipped pelican glassblowing",0,"@n3rdglass recycler for sale $400 shipped in pelican #boroforsale #glassforsale #glassfortrade #borofortrade #glass #710 #oil #weed #420 #glassart glassblowing #heady #recylcler #kleinrecycler #n3rdglass #dabbersdaily  #710society #highclub #710life #glass_of_ig #glassforsaleortrade #glassofigforsale #headyart #functionalart"
"amazing time working youre following hope everyone likes x collab featuring illuminati accented eigwags whole lot thanks looking 10mm rig available contact details great say",0,"Had an amazing time working with @vtboro... if youre not following him you should . Hope everyone likes this @vtboro x @glazzzcott collab featuring Illuminati accented #spacetech and #uv eigwags and a whole lot of #love . 
Thanks for looking and this 10mm rig is available , contact @vtboro or myself for details. Have a great say
!

#glazzzcott #vtboro #glassofig #headyart #rigs #dabstagram #headyglass #vtmade"
"sold sale parasaurolophus 55 plus shipping",0,"Sold!! Not for sale!!! Parasaurolophus. 55 plus shipping. #420society #glass4sale #glass_of_ig #glassart #parasaurolophus #dinosaurs #functionalglassart #oprahswookclub #glassofig #glassforsale #headyglass #glassblowing"
"auction uv pencil swipe pics starting bid 25 increments least 5 winner pays shipping must paypal ready artist tag whoever outbid end going oncetwice style failure make payment result banned blocked future auctions",1,"🚨 Auction🚨
UV pencil ✏️
👈Swipe for /pics👈
🔹Starting BID: $25🔹
🔺Increments of at least $5🔺
🛫Winner pays shipping🛬
💰Must Be PayPal Ready💰
🎨 Artist -  @sherbetglassart
🔥Tag whoever you outbid🔥
(End Going once/twice style)
(Failure to make payment will result in being banned and blocked from future auctions.) 📸:@eltio_tony_ *
*
*
*
#latia #LaTiaBoston #latiaauctions #sherbet #sherbetglass #sherbetpencil #uv #headyglassofig #710society #710dabtools #glassgiveaway #glassgiveaways #glassauctions #boston #glassforsale #boroforsale #glassart #boro #glassofig #bestofglass #glassauction #glassporn #glasslife #headyglassforsale #headyart #boroofig #highendglass #heady #functionalglassart"
"coin drop fire v earth elemental yin yang 2nd page dibs sheet first dibs coin gets please paypal ready add 6 shipping",1,"Coin drop! Fire v Earth Elemental Yin Yang. 2nd page dibs sheet, first to dibs their coin gets it, please be PayPal ready and add 6 for shipping! #georgeglass #murrine #millefiori #millis #millisofig #milli #milliforsale #glassblowing #lampworking #boroglass #boroofig #boro #boroforsale #glassforsale #glassart #texasglass #nofilter #localglass #localartist"
"attention fam stock wraps cigarillos buy box save every box comes 2x clear cyclones deals need",0,"🚨Attention Fam.🚨 💯Over Stock on wraps and Cigarillos. 💯 💰Buy A Box And Save!!💰Every Box Comes With 2x Clear Cyclones. 🔥🌪We have the deals you need. 🔥💯"
"sold clean fuck sized fit flattop bangers",0,"***Sold*** This @glassalchemy #gluestick is clean as fuck! This #bubblecap is sized to fit #25mm flattop bangers #glassofig #glassforsale #headyart #420 #710 #dabs #opal #mayoralquartz #qcb #torograil #highlyeducated #eternalquartz #halenquartz #drlglass #drlglasslovesyou"
"blue satin 25mm bubble cap accented white tumbled opal grabs 45 shipped dm click link bio purchase use code bvships free shipping",0,"Blue Satin @cpbglass 25mm bubble cap accented with a @grandpaglass white tumbled opal up for grabs 💙 $45 shipped DM or click the link in our bio to purchase 🔌 Use code BVSHIPS for free shipping 📦 #bvglassart #cpbglass #opals #vitaminO #americanglass #bluesatin #greasyglass #grandpaglass #bubblecap #carbcap #artofig #glassforsale #availableglass #glassofig #glassart #headyglass #glassforsale #bestofglass #borosilicate #boro #hustleboro #glassblowing #glassblowers #supportlocalglass"
"featuring crushed glass represent sugar realistic look follow crafted sold sign newsletter receive 10 link bio dm availability",0,"Featuring crushed glass to represent sugar for a realistic look. Follow For More 💜Crafted By @Emperial1 #SourGang *SOLD*
.
.
.
Sign up for our newsletter and receive 10% OFF! Link in Bio. DM for availability.
.
.
.
#headyglass #headyart #art #trippyglass #glass #functionalglassart #love #dank #headyglassforsale #headyaf #headyglass #710society #glassblowing #glassforsale #glass4sale #headyasfuck #glassart #heady #borosilicate #glassartist #americanmade #oprahsbookclub #headyshop #nectarcollector #rig #710 #420 #glasspipe #glassporn"
"super mario directional pearl pusher",0,"Super Mario #bubblecap Directional pearl pusher #42082carbcaps"
"custom jsd mens band fresh bench hand fabricated sterling silver features peridot blue sapphires black diamonds chunky sculpted design dm start planning one",0,"Custom JSD mens band fresh off the bench 🙌

Hand fabricated in sterling silver, features peridot, blue sapphires and black diamonds in a chunky, sculpted design. DM me to start planning one of your own! •
•
•
•
•

#handmade #handfabricated #handfabricatedjewelry #sterlingsilver #peridot #blackdiamonds #sapphires #handengraved #engraving #grstools #riojeweler #JSD #followmyart #coloradoartist #fortcollins #jewelryofig #ringsofinstagram #mensrings #mensfashion #oneofakind #handmadejewelry #dabstagram #topshelflife #glassart #glassforsale #headyart #alternativebridal #alternativefashion"
"24 hour auction scyther pokémon pendant leave bids comments artist auction rules starting bid 80 bid increments 10 minimum tag person outbid highest bidder wins free international shipping credit debit card ends wednesday 430 pm et shipping weekends optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Scyther Pokémon pendant. Leave your bids in the comments below!
Artist: @mythicglass
👇👇AUCTION RULES👇👇
👉Starting Bid: $80
👉Bid Increments: $10 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Wednesday 4:30 P.M. ET
👉Shipping Same Weekends 👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
"champs tradeshow day 2 table 724 come check limited quantities four colors sized 24mm bangers talk handsome gs get today",0,"Champs tradeshow. DAY 2! my #bananacaps are at the @toobsdistribution table 724 come check them out! Limited quantities, four colors, all sized for 24mm bangers, talk to any of those handsome G's and get yours today! #champstradeshow #atlanticcity #toobsdistribution #adventurerolling #glasslife #borosilicate #borowhore #420 #710 #dabs #dabbing #bubblecap #lowtemp #terpslut #smokeshopowners #smokeshop #butts #love #handmade #nyart #nyartist #grind #artordeath #manifestharder #takebigbites"
"follow tag friend artist details 225 30mm bubblecap star wars vader sugar skull collab millie fire fade linework msrp 400 shipped lock today 40 using free layaway plan gallery first america offer free layaway plan customer wishes use 10 photos",0,"FOLLOW & TAG A FRIEND BELOW 👇✌
ARTIST: @mcmilleman

DETAILS: 2.25"" 30mm Bubblecap with a Star Wars Vader Sugar Skull collab millie with @ryan_mccluer, @grimmglass and @galactic_glass and some fire fade linework.

MSRP: $400 shipped.  Lock this in today for only $40 using our free layaway plan.

Our gallery is the first in America to offer a free layaway plan to any customer who wishes to use it for only 10% down.

Photos by @adamvancephoto

#heady #dabbers_unite #dabbersdaily #dailydabbers #dabs #dablife #710society #cannabisculture #cannabiscommunity #hightimes #highlife #highsociety #highendglass #weedstagram420 #topshelflife #stoner #glassporn #glassforsale #headyglass  #bestofglass #dabstars #bubblecap #mcmilleman"
"news alert wrote awesome article article titled smoking glass headshops source locally blown glass head give read",0,"🚨 NEWS ALERT 🚨 The @dallasobserver wrote an awesome article about @lodiglass and @asouthglass!! The article is titled Through the smoking glass: Headshops source locally blown glass. Head on over and give it a read!"
"tgif 15 glass smoking accessories like uv dabber opal",0,"T.G.I.F 15% off glass 😎
 and smoking accessories 
like this @chuckbglass UV dabber (with opal 😍)
.
.
#smokesesh #headshop #toke #ganja #indica #happyplants #liveyourbestlife #glasssale #glassforsale #716 #buffalony #buffalove #headyart #dab #dabrig #headyglass #glassart #sale #chuckbglass #710 #solventless #bho #hash #smoke #friday #tgif #payday"
"21mm fumed bubblecap 15 door dm scoop throw wood stand",0,"21mm Fumed!! Bubblecap
15💵to your Door📦🚪 😱Dm to Scoop!! I’ll throw in a wood stand 
#bubblecap#bubblecaps#carbcaps#dabbersdaily#headyglass#glassofig#borosilicate#glassblowing#glassart#710#glass#red#heady#terps#quartzbanger#bangerhanger#fumed#fume#fumedglass"
"mine cut different cloths another shot nobody cares work harder tour",0,"“Me and mine cut from different cloths” @iamreezy_ 😤🔥🚀 Here’s another shot from the Nobody Cares Work Harder tour 🙏🏻❤️🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
.
#reezy #hightimes #rapphotography #livemusic #710 #710society #420 #its420somewhere #denver #explore #contemporaryglass #rapper #functionalglassart #headyart #headyglass  #oprahsbookclub #denver #canon #colorado #denverdabbers #cannabis #glassphotography #evergreen #glassgamestrong #denver #thcsamuel #art #worldpeace #hiphop #dizzywright #stillmovin #nobodycaresworkharder"
"auction eye leaf pendant starts 5 made color lokis lipstick call going twice style tomorrow starting 7pm eastern min bid 1 please 5 us shipping 15 international payment ready immediately thnk u",1,"💚🤗 AUCTION 🤗💚 This eye leaf pendant starts at 5$ and is made with the color lokis lipstick. I will call going once twice style tomorrow starting  7pm eastern. 💚 min bid 1$ please 5$ us shipping and 15$ international. Be payment ready immediately. Thnk u🙏🏻
.
.
.
.
.
.
.
.
.
.
#precious_outs #glass #ctglass #glassofct #pendantsofig #glassofinstagram #glasspendant #pendy #pendant #leaf #leafpendant #glassart #auctions #glassauction #glass4sale #glassforsale #auctions"
"24 hour auction lava lamp perc straight shot leave bids comments 115 inches 14mm artist auction rules starting bid 180 bid increments 20 minimum tag person outbid highest bidder wins free international shipping credit debit card ends tuesday 120 pm et shipping week optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Lava Lamp perc in a straight shot. Leave your bids in the comments below!
(About 11.5 inches/ 14mm)
Artist: @downunderglass
👇👇AUCTION RULES👇👇
👉Starting Bid: $180
👉Bid Increments: $20 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Tuesday 1:20 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #nglassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
"lil something get though wednesday legend friend",0,"A Lil something to get you though your Wednesday 😂💀 @myhouseisdirty your a legend my friend
.
#c9g #cloud9gang #smokeshop #vapeshop #headshop #cbd #headyglass #cloud9 #headyglassforsale #headyart #glassofig #glassgallery #atl #highsociety"
"full size peak drop ship dm orders",0,"@_bradleymiller_  full size and peak #bubblecap drop 🤤 WE SHIP, DM FOR ORDERS!
#Farenhytesmokeshop #smokeshop #smoke #weshouldsmoke #inhale #vapor #vape #clouds #lit #cookies #backwoods #thccartridges #orlando #cartridges #floridaglass #edc #pipes #waterpipes #handpipes #glass #glassofig #glassart #407 #heady #glassoffl #florida #floridaglass #litty #juul #rigs"
"auction 14mm quartz white bottom banger beveld top fit bubblecaps better starts 10 5 increments call 710 pm pst today thanks rules paypal ready winner pay shipping 8 priority mail thanks everyone going support",1,"Auction 14mm Quartz White Bottom Banger  with beveld top to fit bubblecaps better.  Starts at 10$’s with 5$’s increments.  and we will call It at 7:10 pm PST Today.  Thanks. The Rules. Be PayPal ready and winner pay shipping 8$’s Priority mail.  Thanks everyone 🙏Our #glassauctions are going to support @lostmarbles.us  #bestofglass #sloryan #glassofig  #headyglass #seattledabbers #weshouldsmoke #dabbersdaily #710kingpen #dabsociety  #glassauctionsdaily #glassauctionsofig  #headyauction  #dailyauctions #glassporn #glasslovers #glasslife #glasslove #lostmarbles #quartzbanger #quartzlife #quartzlover #carbcap #terpsauce #terppearls #bubblecap #thousanddollarsmoke"
"badass collab grabs uv cfl 70 free shipping collab also puffco sized cap",0,"Badass @mad_d_licious collab up for grabs. UV and CFL only $70 free shipping this collab is also a puffco sized cap! #terpsauce #stonerfam #thousanddollarsmoke #dabsociety #teamsmallnips #bubblecap"
"opal london blue topaz amethyst 925 sterling silver dm pricing thx",0,"Opal, London blue topaz, amethyst, .925 sterling silver. DM for pricing. Thx ❤️ #new #love #pendant #jewelry #design #gemstones #colorado #tourmaline #heady #art #headyart #wirewrap #silver #amethyst #artforsale #artist #nature #gems #crystals #geology #opal #riojeweler #etsy #shop #ring #artisan #denver #glassofig"
"sold 30mm lucy white round lucy grip starts bid 5 increments ends call 3 shipping",0,"🔦sold🔦
30mm Lucy over white with a round Lucy grip!
.
- starts now @25
- bid in $5 increments
- ends when i call it
+ $3 for Shipping
.
.
.
.
.
.
! #bubblecap #bobbercap  #thermalbanger #brashbobber"
"double dabs never disappoint baked im double baked potato track artificial interested free uv pearl check last post ill give one free",0,"Them double dabs never disappoint they have me baked! Im now a double baked potato

The track is Artificial by @earthgang

If your interested in a free uv pearl just check out my last post ill give you one they are 💯% free
🍯🛢💣🍟👾💨
#doubledab #monday #minitube #cfl #uv #terps #giveaway #bubblecap #gasglass #shatter #errl #710society #vitamino #glasscollector #sativa #crumble #quartz #indica #dailydabber #dablife #dabwithme #710 #followme #dabstagram #westcoastdabbers #fueledbythc #weshouldsmoke #kosmicpotato #skruffles"
"check awesome sherlock available crystal river location",0,"Check out this awesome @dankybeardglass sherlock -available in the Crystal River location! 🤖💨 (📸: @conceptscreename)
•
•
•
•
•
#inverness #crystalriver #brooksville #glassofig #glassofinstagram #glasslife #glasslove #glassart #glassaddict #glassforsale #glassporn #glasspipes #headyglass #headyart #vape #vapor #vaping #vapefam #vapelife #cbd #kratom #vapeporn #localart #supportlocal #localartist #glassblowing #floridaglass #smokeshop #pandorasboxCR #pandorasboxFL"
"hes looking good home dm new dabbing buddy",0,"He's looking for a good Home 
Dm me on how he can be your New Dabbing Buddy 
#dragon#headyglass#glassblowing#art#sculpture#glass#glassofig#bubbler#bubblecap#carbcap#heady#glassworks#handmade#dabbersdaily#dragonhead#uvglass#glasslife#glasssculpture"
"really fun minitoob scooped",0,"Really had fun with this minitoob. Scooped up by @yojoeee ❤️❤️❤️"
"sacred skull pendant gold grill time almost auction go leave bid late",0,"Sacred skull pendant with gold grill time is almost up on this auction @xfadeglass go leave your bid before it’s too late!"
"totally forgot post anything one actually like 6th attempt finally gave nfs think ill call one thought constant reminder dont really control resin guess resin art art science would better way describe meant milky way turned wormhole turned lastly added copious amounts glitter hopes would make tolerable kind worked colors dyes additives etc believe indigo carbon black ultra violet fine halo holographic glitter",0,"Totally forgot to post anything of this one. (it was actually like the 6th attempt when I finally gave up)
.
NFS
I think I'll call this one ""You THOUGHT!"" As it was a constant reminder that you don't really control the resin. Or I guess, ""Resin Art is more of an Art than Science"" would be a better way to describe it. .
It was meant to be the milky way, but it turned into a wormhole, then it turned into this, lastly I added COPIOUS AMOUNTS OF GLITTER in hopes that it would make it tolerable. It kind of worked....
.
All colors, dyes, additives, etc are from @justresinart .
I believe it was Indigo, Carbon Black, Ultra Violet, and fine Halo (holographic) glitter.

#forsale #art #artofig #artforsale #resin #resinart #fluidart #fluidpainting #acrylicpouring #resinpainting #resinpour #directpour #artist #justresin #jrartsupplies #painting #paintingforsale #acrylicpainting #headyart #psychedelic #psychedelicart #psychedelia #originalart #abstract #abstractresin #abstractpour #emergingartist #abstractart #abstractartist #abstractartforsale"
"rig bubble cap cbd rocks",0,"Rig: @doomglass  Bubble cap: @grateful_dom  Some more cbd rocks #cflglass #weedsociety #dabs #trichomes  #zittles #weshouldsmoke #puddlegang #facets #stickysituation #bubblecap #dragonbreath"
"auction 32mm bubble cap 1 hitter combo starts 10 even bids tag previous high bidder ends call bin 30 winners adds 3 shipping ships within days paypal cashapp venmo googlewallet good luck thanks",1,"Auction #21
32mm Bubble Cap/ 1 hitter Combo

STARTS AT $10
EVEN # BIDS ONLY
TAG PREVIOUS HIGH BIDDER
ENDS WHEN I CALL IT
BIN 30$$
Winners adds $3 for shipping
Ships within days
*PAYPAL* CASHAPP* VENMO* GOOGLEWALLET*
Good luck  and Thanks

#bubblecap #carbcap #710 #dabs #art #glass #auction #glassauction #glassforsale 
#orange #texasart #thanks"
"sold absolutely stunning mini tube set made dm inquire",0,"•• SOLD••
Absolutely stunning mini tube set made by @jonkglass 🎋🎋 .
.
DM to inquire 📲
.
.
#trichomecity #jonkglass #jonkminitube #cropcircles #bubblecap #cloudsovercanada #oprasbookclub #headyglass #headyscoops #islandmade #moodmat #jonkmoodmat #handmade #headyglassforsale"
"ov3rk1ll 2019 collaboration space bot x piece owned also super stoked way editing progressed always trying improve let know think shots hope everyone great start week",0,"“Ov3rK1ll” the 2019 collaboration space bot 🤖 between @nathan_miers x @joepglass 💎 🔥🚀 The piece is owned by @zen_extract 🤮🤮🤮 I’m also super stoked with the way some of my editing has progressed, always just trying to improve. Let me know what you think of the shots!!! 🙏🏻❤️📸🔥 I hope everyone has a great start to the week 🙏🏻❤️🚀🚀🚀🚀🚀🚀🚀🚀
.
#everdream #glassart #glassofig #710 #710society #420 #its420somewhere  #contemporaryglass #bestofglass #headyart #artwork #oprahsbookclub #denver #canon #colorado #boroglass #glassphotography #evergreen #issarobot #studiophotography #bestofglass #thcsamuel #joepglass #art  #nathanmiers #n8 #sold"
"killing leafed sherlock fits good hand might never leave",0,"@charliglass killing it again with this leafed out Sherlock. Fits so good on my hand it just might never leave it #glass #rig #waterpipe #glasscollector #bong #spoon #banger #pipes #chillum #recycler #sidecar #bubblecap #steamroller #nectarcollector #spubler #watson #oilrig #sherlock #nail #dabber #batteries #dabswords #minis #perculator #slides #insideout #fumed #colors #happycrab"
"elephant auction taking place go leave bids",0,"Elephant auction taking place @xfadeglass go leave your bids!"
"art glassblowing always peaked interest pushes boundaries whats even possible piece",0,"The art of glassblowing has always peaked my interest, it pushes the boundaries of what's even possible. .
.
Piece by @popeyeglass
.
.
.
.
#oprahsbookclub #oprahswookclub #boro #headyglass #headyart #glasslife"
"reality behind gram papaya cake 120u want see dab fuckery fun combination grail x bubble cap x quartz pucks truly rip new one going big",0,"The reality behind doing it for the gram 😂
@4myhead Papaya Cake 120u
I want to see more dab fuckery. Have some fun with it 🤙🏽
The combination of @toro_glass grail x @dglassart bubble cap x @wolfe.glass quartz pucks will truly rip you a new one when going big 😅
#pleasestayonthegrass #ilovelamp"
